name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Ronan (Taylor's Version),Red (Taylor's Version),,21.0,0WE0h1qUWJBt97DtvuMWRN,,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,0.38,44.0,264253.0
Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/2021,22.0,1gWRnZ52AK1ZUvpjjTteKf,spotify:track:1gWRnZ52AK1ZUvpjjTteKf,0.214,0.473,0.579,,0.0877,-5.824,0.0384,73.942,0.255,61.0,297013.0
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),11/12/2021,23.0,44V5YKYkMw9vVqnnYTMMIc,spotify:track:44V5YKYkMw9vVqnnYTMMIc,0.817,,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,,258812.0
Babe (Taylor's Version) (From The Vault),,11/12/2021,24.0,1GWuUzSQzL9XSyOy7beCTj,spotify:track:1GWuUzSQzL9XSyOy7beCTj,0.0538,,0.743,2.83e-06,,-7.075,0.0931,167.844,0.746,39.0,224240.0
,Red (Taylor's Version),11/12/2021,25.0,6PdCbJwSOeovMX7kfwiAxb,spotify:track:6PdCbJwSOeovMX7kfwiAxb,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,0.494,49.0,225960.0
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),,11/12/2021,26.0,5OGALUjGm5kCEpejHs6vtA,spotify:track:5OGALUjGm5kCEpejHs6vtA,0.16,0.403,0.714,0.0,0.179,-4.514,0.0488,149.67,0.482,45.0,285106.0
Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),,27.0,,,0.256,,0.552,0.0,0.134,-5.828,,116.012,0.41,58.0,263533.0
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),11/12/2021,28.0,5036yFLEPBGtJLTKKmHJBG,spotify:track:5036yFLEPBGtJLTKKmHJBG,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,,240226.0
The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/2021,29.0,7ovNQzugF7Rf6KYMvcfwSG,spotify:track:7ovNQzugF7Rf6KYMvcfwSG,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,42.0,200280.0
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),,11/12/2021,30.0,04m2nJR2Ia6d1ZOt8gi5xA,spotify:track:04m2nJR2Ia6d1ZOt8gi5xA,0.279,0.631,0.522,0.0,0.0875,-8.649,0.0302,93.0,0.213,51.0,613026.0
Fearless (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,1.0,77sMIMlNaSURUAXq5coCxE,spotify:track:77sMIMlNaSURUAXq5coCxE,0.0122,,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,70.0,241591.0
Fifteen (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,2.0,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5,,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,67.0,
Love Story (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,3.0,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,0.13,0.627,0.792,3.97e-06,,-4.311,0.031,119.054,0.415,,235766.0
Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,4.0,550erGcdD9n6PnwxrvYqZT,spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0.0,,-6.135,0.0296,115.99,0.797,66.0,254254.0
White Horse (Taylor’s Version),Fearless (Taylor's Version),,5.0,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0.0,0.177,-7.377,,,0.366,,234515.0
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,6.0,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,79.0,231124.0
Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,7.0,7HC7R2D8WjXVcUHJyEGjRs,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,0.156,0.506,0.626,,0.228,-6.066,0.0287,148.035,0.321,64.0,
Tell Me Why (Taylor’s Version),,4/9/2021,,0k0vFacOHNuArLWMiH60p7,spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,,0.541,62.0,200575.0
You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,,6iiAfo4wTA2CVC3Uwx9uh8,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,,0.444,0.0,0.123,,0.0285,133.873,0.241,64.0,261842.0
The Way I Loved You (Taylor’s Version),,4/9/2021,10.0,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M,,0.402,0.732,,0.108,-4.665,0.0484,161.032,0.472,80.0,243136.0
Forever & Always (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,11.0,1msEuwSBneBKpVCZQcFTsU,spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,68.0,225328.0
The Best Day (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,12.0,6ON9UuIq49xXY9GPmHIYRp,spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,,,-8.524,0.0282,125.0,0.469,61.0,245290.0
,Fearless (Taylor's Version),4/9/2021,13.0,3ExweHKZF9B752DPQByRVT,spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,,60.0,279359.0
Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),,14.0,2m3ObD945KvpE5y9A1eUWm,spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,62.0,237580.0
,Fearless (Taylor's Version),4/9/2021,15.0,0tQ9vBYpldCuikPsbgOVKA,spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,,312107.0
Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,16.0,01QdEx6kFr78ZejhQtWR5m,spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,0.271,62.0,267833.0
Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,,1n2wszmJyVkw6FHqyLnQsY,spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,0.167,60.0,237338.0
Superstar (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,0.171,59.0,263865.0
The Other Side Of The Door (Taylor’s Version),,4/9/2021,19.0,1cSFlSBdpT4F5vb1frQ231,spotify:track:1cSFlSBdpT4F5vb1frQ231,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,0.629,64.0,238443.0
,Fearless (Taylor's Version),4/9/2021,20.0,2JoJrsEV15OzbijS47lids,spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,,0.0,0.296,-5.025,0.0409,158.162,0.328,,241822.0
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,21.0,4CHpVfAhuxNJ3ibExe6kxO,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,,61.0,220839.0
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,22.0,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK,,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714,70.0,277591.0
We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,23.0,34V9RiEPe8MNdU32qJsJa1,,,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,0.13,62.0,244236.0
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,,0.588,0.608,0.0,0.092,-7.062,,90.201,0.508,64.0,189495.0
Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,25.0,4uuEGH5SVuzkkSFjo2DEiY,,0.514,,0.473,1.2e-05,0.109,-11.548,0.0503,,0.405,64.0,208608.0
Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/2021,26.0,4qUijfYU8EoIWiY6oSyrgT,spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0.0,,-7.86,,80.132,0.527,62.0,242157.0
willow,evermore (deluxe version),1/7/2021,1.0,2gVhfX2Gy1T9kDuS9azrF7,spotify:track:2gVhfX2Gy1T9kDuS9azrF7,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,68.0,214706.0
champagne problems,evermore (deluxe version),1/7/2021,2.0,1gcyHQpBQ1lfXGdhZmWrHP,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP,0.92,0.462,0.24,,0.113,-12.077,0.0377,171.319,0.32,69.0,244000.0
,evermore (deluxe version),1/7/2021,3.0,3Dby3p1m6IOZn2gIIqECgK,spotify:track:3Dby3p1m6IOZn2gIIqECgK,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,66.0,185320.0
‘tis the damn season,,1/7/2021,4.0,6sQckd3Z8NPxVVKUnavY1F,spotify:track:6sQckd3Z8NPxVVKUnavY1F,0.735,0.575,0.434,,0.105,-8.193,0.0312,145.916,0.348,66.0,229840.0
,evermore (deluxe version),1/7/2021,,6lCvK2AR2uOKkVFCVlAzzm,,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,,66.0,245440.0
"no body, no crime (feat. HAIM)",evermore (deluxe version),1/7/2021,6.0,6uwfVkaOM1mcMkFmSn35ix,spotify:track:6uwfVkaOM1mcMkFmSn35ix,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,,215626.0
happiness,evermore (deluxe version),1/7/2021,7.0,55Vf4bimc1Rtfg0PAQRAo2,spotify:track:55Vf4bimc1Rtfg0PAQRAo2,0.87,,0.334,,0.114,,0.0376,122.079,0.211,64.0,315146.0
dorothea,evermore (deluxe version),1/7/2021,8.0,66tOfHVH3aUrscg8vExRV4,spotify:track:66tOfHVH3aUrscg8vExRV4,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,63.0,225880.0
coney island (feat. The National),evermore (deluxe version),1/7/2021,9.0,2awNGIJHodfLZSClB3PYhz,spotify:track:2awNGIJHodfLZSClB3PYhz,0.819,0.537,0.537,0.000904,0.142,-11.266,,107.895,0.292,64.0,275320.0
ivy,evermore (deluxe version),1/7/2021,,43Ykum9T72UOPhBN31grpN,,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,65.0,
cowboy like me,evermore (deluxe version),1/7/2021,11.0,52OkpDsU6MmPx1AwGOb6Ap,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,64.0,275040.0
long story short,evermore (deluxe version),1/7/2021,12.0,5VYWxXUpxuxEmCqMLDqICo,spotify:track:5VYWxXUpxuxEmCqMLDqICo,,0.546,0.73,,,-7.704,0.0417,157.895,0.573,,
marjorie,evermore (deluxe version),1/7/2021,13.0,5uICWmZTLkpEVbK22PBP6e,,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,,63.0,257773.0
closure,evermore (deluxe version),,,6a8aUhYbaQBUI8PcJ5ZmQ6,,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,61.0,180653.0
evermore (feat. Bon Iver),evermore (deluxe version),1/7/2021,15.0,6Wlq9rqkxrqj5Kls4Kw14H,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,,0.39,0.27,0.00227,0.111,-10.673,0.0308,,0.32,64.0,304106.0
right where you left me - bonus track,evermore (deluxe version),1/7/2021,16.0,3zwMVvkBe2qIKDObWgXw4N,spotify:track:3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,76.0,245026.0
it’s time to go - bonus track,evermore (deluxe version),1/7/2021,,1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,0.801,0.592,0.41,1.39e-05,0.09,-12.426,,151.923,0.416,,
willow,evermore (deluxe version),1/7/2021,1.0,58P060mo9WWgEAdDvf0Riz,spotify:track:58P060mo9WWgEAdDvf0Riz,0.835,0.392,0.579,0.00179,0.145,-9.195,0.164,80.961,,30.0,214706.0
champagne problems,evermore (deluxe version),1/7/2021,2.0,0fVrVe7Vxd3nmbJDiuX4cv,spotify:track:0fVrVe7Vxd3nmbJDiuX4cv,0.92,0.463,0.248,,0.113,-12.036,0.0374,171.346,0.325,33.0,244000.0
,evermore (deluxe version),1/7/2021,3.0,4mPOHhdmdCePudiBDbAiPl,spotify:track:4mPOHhdmdCePudiBDbAiPl,0.811,0.498,0.471,0.113,0.121,-10.406,0.0411,112.018,0.351,31.0,185320.0
,evermore (deluxe version),1/7/2021,4.0,6cpa32VdG5US2mYGNBbF9I,spotify:track:6cpa32VdG5US2mYGNBbF9I,0.737,0.575,0.435,5.38e-05,0.105,-8.193,0.0311,145.91,0.351,30.0,229840.0
tolerate it,evermore (deluxe version),1/7/2021,5.0,5U0MyuuCoOoniHLQFLazLF,spotify:track:5U0MyuuCoOoniHLQFLazLF,0.878,0.373,0.36,1.54e-05,0.079,-10.376,,147.442,0.212,30.0,245440.0
"no body, no crime (feat. HAIM)",evermore (deluxe version),1/7/2021,6.0,257CUonahBouFWEhouuLYQ,spotify:track:257CUonahBouFWEhouuLYQ,0.431,0.547,0.613,0.0,0.102,-7.577,0.0264,79.011,,29.0,215626.0
happiness,evermore (deluxe version),1/7/2021,7.0,7FDAG4nHExiYsHq6q7cmEn,spotify:track:7FDAG4nHExiYsHq6q7cmEn,0.861,0.558,0.331,0.0,0.113,-10.649,0.0381,122.035,0.201,29.0,
,evermore (deluxe version),1/7/2021,8.0,25TmHz7flNEc2Knau9iFFL,spotify:track:25TmHz7flNEc2Knau9iFFL,0.694,0.607,0.488,0.0,,-8.329,0.0264,119.953,,28.0,
coney island (feat. The National),evermore (deluxe version),1/7/2021,9.0,,spotify:track:1ofQwiozMPRwf5g9MIjaHx,,0.529,0.536,0.00082,0.141,-11.269,,107.873,0.304,28.0,
ivy,evermore (deluxe version),1/7/2021,10.0,3fs5SqsBJmczNrdMEn2hlr,,0.848,0.329,,1.11e-05,0.088,-9.514,0.0397,86.629,0.522,30.0,260440.0
cowboy like me,evermore (deluxe version),1/7/2021,11.0,279zump7XNXCTElaqukWFr,spotify:track:279zump7XNXCTElaqukWFr,0.774,,0.513,0.000177,0.123,-8.962,0.0337,127.986,0.512,29.0,275040.0
long story short,evermore (deluxe version),,12.0,3H4F4JXYfyxSxY3vf8gIr4,spotify:track:3H4F4JXYfyxSxY3vf8gIr4,0.674,,0.732,,0.0972,-7.715,0.0423,157.893,0.571,28.0,215920.0
marjorie,evermore (deluxe version),1/7/2021,13.0,77fHtse81VKtp5CECYhl8D,spotify:track:77fHtse81VKtp5CECYhl8D,0.878,0.535,0.562,,0.114,-11.615,0.0479,96.103,0.294,27.0,257773.0
closure,evermore (deluxe version),1/7/2021,14.0,3RJxSWIqAuu3rCBttc6f5j,,0.832,0.686,0.705,,0.134,-10.823,,151.868,0.919,26.0,180653.0
evermore (feat. Bon Iver),evermore (deluxe version),1/7/2021,15.0,307GTVXXkcVBH1WQm1sMCd,spotify:track:307GTVXXkcVBH1WQm1sMCd,,0.395,0.27,0.00249,,-10.672,0.0309,120.94,0.314,28.0,304106.0
right where you left me - bonus track,evermore (deluxe version),1/7/2021,16.0,1BwXCMe8F4goPwResZJPHb,spotify:track:1BwXCMe8F4goPwResZJPHb,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,,245026.0
it’s time to go - bonus track,evermore (deluxe version),,17.0,2E2BEJrIiMTRnmDnasT9vb,spotify:track:2E2BEJrIiMTRnmDnasT9vb,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,0.416,35.0,254640.0
,evermore,12/11/2020,1.0,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.833,0.392,,0.00179,,-9.195,0.17,,0.529,77.0,214706.0
champagne problems,evermore,12/11/2020,2.0,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,78.0,244000.0
gold rush,evermore,,3.0,5BK0uqwY9DNfZ630STAEaq,,,0.512,0.462,0.166,,-10.491,0.0408,112.05,0.353,71.0,185320.0
‘tis the damn season,evermore,12/11/2020,4.0,7dW84mWkdWE5a6lFWxJCBG,spotify:track:7dW84mWkdWE5a6lFWxJCBG,,0.575,,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,67.0,229840.0
tolerate it,evermore,12/11/2020,5.0,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6,,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,,245440.0
"no body, no crime (feat. HAIM)",,12/11/2020,6.0,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF,0.418,,0.613,0.0,,,,79.015,0.535,67.0,215626.0
happiness,evermore,,7.0,73YUReisjb3A9ActdLLjJQ,,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,65.0,315146.0
dorothea,evermore,12/11/2020,,670fUmXf4KQekzbEgaXyPA,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0.0,0.129,-8.322,,119.966,0.354,63.0,225880.0
coney island (feat. The National),evermore,12/11/2020,9.0,3k7ne7VmH43ZPWxPdvPUgR,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,63.0,275320.0
ivy,,12/11/2020,10.0,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,,0.0353,88.856,,68.0,260440.0
cowboy like me,evermore,,11.0,1XjHRolIXL2M1EEOUsGGR4,,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,65.0,275040.0
long story short,evermore,12/11/2020,12.0,2o2sgVJIgFXk8GQjWTgI6U,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,,-7.704,0.0417,157.895,0.573,,215920.0
,evermore,12/11/2020,13.0,,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,,0.535,0.561,,0.115,-11.609,0.0484,96.103,0.287,63.0,257773.0
closure,evermore,,14.0,35rdVq36LMHQX0Suw9a6tK,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,,0.704,4.83e-06,,-10.813,,151.884,0.92,60.0,180653.0
evermore (feat. Bon Iver),evermore,12/11/2020,15.0,3O5osWf1rSoKMwe6E9ZaXP,,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,,,65.0,304106.0
willow,evermore,12/11/2020,,4vWTULAbqJAgqBqK2CxSY9,,0.833,0.392,0.574,,0.145,-9.195,0.17,81.112,0.529,48.0,214706.0
,evermore,12/11/2020,2.0,31GDi81xN4cOa73EyCBRLE,spotify:track:31GDi81xN4cOa73EyCBRLE,0.92,0.462,,0.0,0.113,-12.077,0.0377,171.319,0.32,36.0,244000.0
gold rush,evermore,12/11/2020,3.0,,,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,,185320.0
‘tis the damn season,evermore,12/11/2020,4.0,5CClGnE6O7a3NGUYKe3ZP4,,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,27.0,
tolerate it,evermore,12/11/2020,5.0,4wKsj88mt0ZRKCmOx8BRlu,spotify:track:4wKsj88mt0ZRKCmOx8BRlu,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,,24.0,245440.0
"no body, no crime (feat. HAIM)",evermore,12/11/2020,6.0,33TKylf4GCTBNgneA4VRia,spotify:track:33TKylf4GCTBNgneA4VRia,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,28.0,215626.0
,evermore,12/11/2020,7.0,6eJfZGNNwLYrj0T4GUXxFj,spotify:track:6eJfZGNNwLYrj0T4GUXxFj,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,23.0,315146.0
dorothea,evermore,12/11/2020,,59NqXmEGkPj1RDPtYTzTzE,spotify:track:59NqXmEGkPj1RDPtYTzTzE,0.696,0.605,0.488,,0.129,-8.322,0.0264,119.966,0.354,25.0,225880.0
coney island (feat. The National),evermore,12/11/2020,9.0,13OWKtZFKsXX3DJw3nZw6e,,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,,24.0,275320.0
ivy,evermore,12/11/2020,10.0,3KmIQJVaO2UKFyEifiCXHw,spotify:track:3KmIQJVaO2UKFyEifiCXHw,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,25.0,260440.0
cowboy like me,evermore,12/11/2020,11.0,,spotify:track:2VXkWBDugXpgyO9YOGQSk6,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,,23.0,275040.0
,evermore,12/11/2020,12.0,0Mt5uGAv7HXT69CPAySwC7,spotify:track:0Mt5uGAv7HXT69CPAySwC7,0.66,,0.73,0.179,0.0972,-7.704,0.0417,,0.573,27.0,
marjorie,evermore,12/11/2020,13.0,,spotify:track:3bwOtYXgGWIDxkmgO01cBn,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,24.0,
closure,,12/11/2020,14.0,6mN8gQjeTrrCkrqwwq6Jvs,spotify:track:6mN8gQjeTrrCkrqwwq6Jvs,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,22.0,180653.0
evermore (feat. Bon Iver),evermore,12/11/2020,15.0,3WFsgPXDeNbrV63g6Ua8yv,spotify:track:3WFsgPXDeNbrV63g6Ua8yv,0.937,0.39,,0.00227,0.111,-10.673,0.0308,125.177,0.32,27.0,304106.0
willow,evermore,12/10/2020,1.0,3Uo7WG0vmLQ07WB4BDwy7D,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,0.835,0.392,,0.00179,,,,80.961,0.549,69.0,
champagne problems,evermore,12/10/2020,2.0,6rap8NpGq8LDcVaJWkKFPn,,0.92,0.463,,0.0,0.113,-12.036,0.0374,171.346,0.325,55.0,244000.0
gold rush,evermore,12/10/2020,3.0,2ZTKWFG6OtHI3ewy9OGNOY,spotify:track:2ZTKWFG6OtHI3ewy9OGNOY,0.811,0.498,0.471,0.113,0.121,-10.406,0.0411,112.018,0.351,,185320.0
‘tis the damn season,evermore,12/10/2020,,4GBkffrtA51p17JH35irGA,spotify:track:4GBkffrtA51p17JH35irGA,0.737,0.575,0.435,5.38e-05,0.105,-8.193,0.0311,145.91,0.351,,
tolerate it,evermore,12/10/2020,5.0,,spotify:track:1t2M7UYoUpmhfZNMBsymJr,0.878,0.373,0.36,1.54e-05,0.079,-10.376,0.0387,147.442,0.212,50.0,245440.0
"no body, no crime (feat. HAIM)",evermore,12/10/2020,6.0,,spotify:track:6NriykdkRrjQMZo1sfVYUo,0.431,0.547,0.613,0.0,0.102,-7.577,0.0264,79.011,0.528,59.0,215626.0
,evermore,12/10/2020,7.0,0EFdoyXHpRHhEmsOlQhIXO,spotify:track:0EFdoyXHpRHhEmsOlQhIXO,0.861,0.558,0.331,,0.113,,0.0381,122.035,0.201,49.0,
dorothea,evermore,12/10/2020,8.0,3w9VRlKPvNxj40RdUGRweH,spotify:track:3w9VRlKPvNxj40RdUGRweH,0.694,0.607,0.488,0.0,,-8.329,0.0264,119.953,0.361,56.0,
coney island (feat. The National),evermore,12/10/2020,9.0,4tyX1rw9X309WkEdh2As4B,spotify:track:4tyX1rw9X309WkEdh2As4B,0.826,,0.536,,0.141,-11.269,0.0627,107.873,0.304,56.0,275320.0
ivy,evermore,12/10/2020,10.0,7tXMHAFEOzcUaUQqovRGho,spotify:track:7tXMHAFEOzcUaUQqovRGho,0.848,0.329,0.547,1.11e-05,0.088,-9.514,0.0397,86.629,0.522,,260440.0
cowboy like me,evermore,12/10/2020,11.0,3qy4znWySY3rwzS2vHDOeg,spotify:track:3qy4znWySY3rwzS2vHDOeg,0.774,,,0.000177,0.123,,0.0337,127.986,0.512,50.0,275040.0
long story short,evermore,12/10/2020,12.0,0vVMlbdYx2080Oa9FndPZr,spotify:track:0vVMlbdYx2080Oa9FndPZr,0.674,0.546,0.732,0.184,0.0972,-7.715,0.0423,157.893,0.571,60.0,215920.0
marjorie,evermore,12/10/2020,13.0,7vBNFh3NIZTj6tB5s1IBjE,spotify:track:7vBNFh3NIZTj6tB5s1IBjE,,0.535,0.562,0.000132,,-11.615,0.0479,96.103,0.294,58.0,257773.0
closure,evermore,12/10/2020,,3uayvzcbqFydIbgUeC6EJh,spotify:track:3uayvzcbqFydIbgUeC6EJh,0.832,0.686,0.705,,0.134,-10.823,0.249,151.868,,,180653.0
,evermore,12/10/2020,15.0,0AaV4MJrgmLV3XhoiWXjjb,spotify:track:0AaV4MJrgmLV3XhoiWXjjb,0.937,0.395,0.27,0.00249,0.111,-10.672,0.0309,120.94,0.314,61.0,304106.0
the 1,,11/25/2020,1.0,0P9wLFurlgumLXuqFEpw52,spotify:track:0P9wLFurlgumLXuqFEpw52,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,50.0,210240.0
cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,2.0,,spotify:track:7zcnlq38eqNWyUF6eNaB5Z,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,54.0,239560.0
the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,3.0,4ojxSyrEraN7d46BMBPThZ,spotify:track:4ojxSyrEraN7d46BMBPThZ,,,0.653,0.00414,0.106,-8.558,,147.991,,48.0,231000.0
exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,4.0,6kz2hkq1xQvDqPcUyBkw8f,spotify:track:6kz2hkq1xQvDqPcUyBkw8f,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,51.0,285640.0
my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11/25/2020,5.0,0Oju1YcbPCJuUQQWoZNdJK,,,,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,49.0,
